2018-11-18 10:09:13,567;TSHARK-odl;10:09:12.980558000;1;0000000000000016-11<-->00:00:00:00:00:0c-a
2018-11-18 10:09:13,573;TSHARK-odl;10:09:12.981047000;2;0000000000000015-11<-->00:00:00:00:00:0c-9
2018-11-18 10:09:13,591;TSHARK-odl;10:09:13.035412000;3;000000000000000c-2<-->00:00:00:00:00:0e-b
2018-11-18 10:09:13,591;TSHARK-odl;10:09:13.043957000;4;000000000000000c-1<-->00:00:00:00:00:0d-b
2018-11-18 10:09:13,592;TSHARK-odl;10:09:13.056375000;5;000000000000000c-3<-->00:00:00:00:00:0f-b
2018-11-18 10:09:13,612;TSHARK-odl;10:09:13.125275000;6;000000000000000c-4<-->00:00:00:00:00:10-b
2018-11-18 10:09:13,619;TSHARK-odl;10:09:13.135179000;7;000000000000000c-5<-->00:00:00:00:00:11-b
2018-11-18 10:09:13,620;TSHARK-odl;10:09:13.152457000;8;000000000000000c-8<-->00:00:00:00:00:14-b
2018-11-18 10:09:13,624;TSHARK-odl;10:09:13.175754000;9;0000000000000004-11<-->00:00:00:00:00:01-3
2018-11-18 10:09:13,624;TSHARK-odl;10:09:13.175850000;10;0000000000000005-11<-->00:00:00:00:00:01-4
2018-11-18 10:09:13,624;TSHARK-odl;10:09:13.182930000;11;000000000000000a-11<-->00:00:00:00:00:01-9
2018-11-18 10:09:13,625;TSHARK-odl;10:09:13.182988000;12;0000000000000003-11<-->00:00:00:00:00:01-2
2018-11-18 10:09:13,628;TSHARK-odl;10:09:13.183433000;13;0000000000000006-11<-->00:00:00:00:00:01-5
2018-11-18 10:09:13,629;TSHARK-odl;10:09:13.183641000;14;000000000000000b-11<-->00:00:00:00:00:01-a
2018-11-18 10:09:13,629;TSHARK-odl;10:09:13.183753000;15;0000000000000008-11<-->00:00:00:00:00:01-7
2018-11-18 10:09:13,630;TSHARK-odl;10:09:13.184200000;16;0000000000000002-11<-->00:00:00:00:00:01-1
2018-11-18 10:09:13,631;TSHARK-odl;10:09:13.211338000;17;000000000000000c-6<-->00:00:00:00:00:12-b
2018-11-18 10:09:13,636;TSHARK-odl;10:09:13.284295000;18;000000000000000c-7<-->00:00:00:00:00:13-b
2018-11-18 10:09:14,307;TSHARK-odl;10:09:13.299355000;19;0000000000000001-8<-->00:00:00:00:00:09-b
2018-11-18 10:09:14,317;TSHARK-odl;10:09:13.335501000;20;0000000000000001-6<-->00:00:00:00:00:07-b
2018-11-18 10:09:14,332;TSHARK-odl;10:09:13.410980000;21;0000000000000020-11<-->00:00:00:00:00:17-9
2018-11-18 10:09:14,332;TSHARK-odl;10:09:13.422742000;22;0000000000000021-11<-->00:00:00:00:00:17-a
2018-11-18 10:09:14,337;TSHARK-odl;10:09:13.441956000;23;0000000000000017-1<-->00:00:00:00:00:18-b
2018-11-18 10:09:14,341;TSHARK-odl;10:09:13.468148000;24;0000000000000017-2<-->00:00:00:00:00:19-b
2018-11-18 10:09:14,346;TSHARK-odl;10:09:13.494612000;25;0000000000000017-3<-->00:00:00:00:00:1a-b
2018-11-18 10:09:14,347;TSHARK-odl;10:09:13.522488000;26;0000000000000017-4<-->00:00:00:00:00:1b-b
2018-11-18 10:09:14,352;TSHARK-odl;10:09:13.548490000;27;0000000000000017-5<-->00:00:00:00:00:1c-b
2018-11-18 10:09:14,357;TSHARK-odl;10:09:13.582537000;28;0000000000000017-6<-->00:00:00:00:00:1d-b
2018-11-18 10:09:14,367;TSHARK-odl;10:09:13.633329000;29;0000000000000017-8<-->00:00:00:00:00:1f-b
2018-11-18 10:09:14,367;TSHARK-odl;10:09:13.642986000;30;0000000000000017-7<-->00:00:00:00:00:1e-b
2018-11-18 10:09:14,392;TSHARK-odl;10:09:13.798387000;31;000000000000002b-11<-->00:00:00:00:00:22-9
2018-11-18 10:09:14,392;TSHARK-odl;10:09:13.798625000;32;000000000000002c-11<-->00:00:00:00:00:22-a
2018-11-18 10:09:14,392;TSHARK-odl;10:09:13.798673000;33;0000000000000025-11<-->00:00:00:00:00:22-3
2018-11-18 10:09:14,397;TSHARK-odl;10:09:13.834956000;34;0000000000000036-11<-->00:00:00:00:00:2d-9
2018-11-18 10:09:14,397;TSHARK-odl;10:09:13.835281000;35;0000000000000037-11<-->00:00:00:00:00:2d-a
2018-11-18 10:09:14,401;TSHARK-odl;10:09:13.864318000;36;0000000000000022-1<-->00:00:00:00:00:23-b
2018-11-18 10:09:14,402;TSHARK-odl;10:09:13.880482000;37;000000000000002d-1<-->00:00:00:00:00:2e-b
2018-11-18 10:09:14,411;TSHARK-odl;10:09:13.922099000;38;0000000000000022-2<-->00:00:00:00:00:24-b
2018-11-18 10:09:14,412;TSHARK-odl;10:09:13.942548000;39;000000000000002d-2<-->00:00:00:00:00:2f-b
2018-11-18 10:09:14,416;TSHARK-odl;10:09:13.969378000;40;000000000000002d-3<-->00:00:00:00:00:30-b
2018-11-18 10:09:14,421;TSHARK-odl;10:09:14.010387000;41;0000000000000022-4<-->00:00:00:00:00:26-b
2018-11-18 10:09:14,807;TSHARK-odl;10:09:14.030412000;42;000000000000002d-4<-->00:00:00:00:00:31-b
2018-11-18 10:09:14,812;TSHARK-odl;10:09:14.073927000;43;0000000000000022-5<-->00:00:00:00:00:27-b
2018-11-18 10:09:14,813;TSHARK-odl;10:09:14.095094000;44;000000000000002d-5<-->00:00:00:00:00:32-b
2018-11-18 10:09:14,819;TSHARK-odl;10:09:14.140935000;45;0000000000000022-6<-->00:00:00:00:00:28-b
2018-11-18 10:09:14,823;TSHARK-odl;10:09:14.171874000;46;000000000000002d-6<-->00:00:00:00:00:33-b
2018-11-18 10:09:14,828;TSHARK-odl;10:09:14.196863000;47;0000000000000022-7<-->00:00:00:00:00:29-b
2018-11-18 10:09:14,833;TSHARK-odl;10:09:14.213865000;48;000000000000002d-7<-->00:00:00:00:00:34-b
2018-11-18 10:09:14,837;TSHARK-odl;10:09:14.261518000;49;0000000000000022-8<-->00:00:00:00:00:2a-b
2018-11-18 10:09:14,838;TSHARK-odl;10:09:14.288860000;50;000000000000002d-8<-->00:00:00:00:00:35-b
2018-11-18 10:09:17,868;TSHARK-odl;10:09:17.540388000;51;0000000000000001-2<-->00:00:00:00:00:03-b
2018-11-18 10:09:17,871;TSHARK-odl;10:09:17.541131000;52;0000000000000022-3<-->00:00:00:00:00:25-b
2018-11-18 10:09:17,871;TSHARK-odl;10:09:17.541716000;53;0000000000000011-11<-->00:00:00:00:00:0c-5
2018-11-18 10:09:17,872;TSHARK-odl;10:09:17.541788000;54;0000000000000001-4<-->00:00:00:00:00:05-b
2018-11-18 10:09:17,874;TSHARK-odl;10:09:17.541819000;55;0000000000000001-9<-->00:00:00:00:00:0a-b
2018-11-18 10:09:17,874;TSHARK-odl;10:09:17.542047000;56;000000000000001d-11<-->00:00:00:00:00:17-6
2018-11-18 10:09:17,875;TSHARK-odl;10:09:17.542497000;57;0000000000000033-11<-->00:00:00:00:00:2d-6
2018-11-18 10:09:17,875;TSHARK-odl;10:09:17.542606000;58;000000000000001e-11<-->00:00:00:00:00:17-7
2018-11-18 10:09:17,875;TSHARK-odl;10:09:17.542717000;59;0000000000000010-11<-->00:00:00:00:00:0c-4
2018-11-18 10:09:17,879;TSHARK-odl;10:09:17.543900000;60;0000000000000035-11<-->00:00:00:00:00:2d-8
2018-11-18 10:09:17,879;TSHARK-odl;10:09:17.543964000;61;0000000000000034-11<-->00:00:00:00:00:2d-7
2018-11-18 10:09:17,882;TSHARK-odl;10:09:17.544453000;62;0000000000000023-11<-->00:00:00:00:00:22-1
2018-11-18 10:09:17,882;TSHARK-odl;10:09:17.544516000;63;000000000000002e-11<-->00:00:00:00:00:2d-1
2018-11-18 10:09:17,882;TSHARK-odl;10:09:17.544560000;64;000000000000002a-11<-->00:00:00:00:00:22-8
2018-11-18 10:09:17,882;TSHARK-odl;10:09:17.544614000;65;000000000000000f-11<-->00:00:00:00:00:0c-3
2018-11-18 10:09:17,882;TSHARK-odl;10:09:17.544721000;66;0000000000000024-11<-->00:00:00:00:00:22-2
2018-11-18 10:09:17,883;TSHARK-odl;10:09:17.544806000;67;0000000000000029-11<-->00:00:00:00:00:22-7
2018-11-18 10:09:17,883;TSHARK-odl;10:09:17.544933000;68;0000000000000028-11<-->00:00:00:00:00:22-6
2018-11-18 10:09:17,883;TSHARK-odl;10:09:17.545547000;69;000000000000001f-11<-->00:00:00:00:00:17-8
2018-11-18 10:09:17,885;TSHARK-odl;10:09:17.546072000;70;0000000000000019-11<-->00:00:00:00:00:17-2
2018-11-18 10:09:17,885;TSHARK-odl;10:09:17.546184000;71;000000000000000d-11<-->00:00:00:00:00:0c-1
2018-11-18 10:09:17,886;TSHARK-odl;10:09:17.546284000;72;000000000000002f-11<-->00:00:00:00:00:2d-2
2018-11-18 10:09:17,886;TSHARK-odl;10:09:17.546487000;73;0000000000000013-11<-->00:00:00:00:00:0c-7
2018-11-18 10:09:17,889;TSHARK-odl;10:09:17.546845000;74;0000000000000032-11<-->00:00:00:00:00:2d-5
2018-11-18 10:09:17,889;TSHARK-odl;10:09:17.547018000;75;0000000000000014-11<-->00:00:00:00:00:0c-8
2018-11-18 10:09:17,889;TSHARK-odl;10:09:17.547682000;76;000000000000001a-11<-->00:00:00:00:00:17-3
2018-11-18 10:09:17,890;TSHARK-odl;10:09:17.547785000;77;0000000000000012-11<-->00:00:00:00:00:0c-6
2018-11-18 10:09:17,890;TSHARK-odl;10:09:17.547868000;78;000000000000000e-11<-->00:00:00:00:00:0c-2
2018-11-18 10:09:17,892;TSHARK-odl;10:09:17.547951000;79;000000000000000c-9<-->00:00:00:00:00:15-b
2018-11-18 10:09:17,892;TSHARK-odl;10:09:17.548026000;80;000000000000001c-11<-->00:00:00:00:00:17-5
2018-11-18 10:09:17,892;TSHARK-odl;10:09:17.548333000;81;0000000000000030-11<-->00:00:00:00:00:2d-3
2018-11-18 10:09:17,893;TSHARK-odl;10:09:17.548473000;82;0000000000000027-11<-->00:00:00:00:00:22-5
2018-11-18 10:09:17,893;TSHARK-odl;10:09:17.548557000;83;000000000000001b-11<-->00:00:00:00:00:17-4
2018-11-18 10:09:17,893;TSHARK-odl;10:09:17.548731000;84;0000000000000031-11<-->00:00:00:00:00:2d-4
2018-11-18 10:09:17,896;TSHARK-odl;10:09:17.549920000;85;0000000000000018-11<-->00:00:00:00:00:17-1
2018-11-18 10:09:17,896;TSHARK-odl;10:09:17.550212000;86;0000000000000017-10<-->00:00:00:00:00:21-b
2018-11-18 10:09:17,899;TSHARK-odl;10:09:17.550794000;87;000000000000002d-10<-->00:00:00:00:00:37-b
2018-11-18 10:09:17,899;TSHARK-odl;10:09:17.550977000;88;0000000000000007-11<-->00:00:00:00:00:01-6
2018-11-18 10:09:17,900;TSHARK-odl;10:09:17.551466000;89;0000000000000026-11<-->00:00:00:00:00:22-4
2018-11-18 10:09:17,900;TSHARK-odl;10:09:17.552375000;90;0000000000000009-11<-->00:00:00:00:00:01-8
2018-11-18 10:09:17,902;TSHARK-odl;10:09:17.552880000;91;0000000000000022-9<-->00:00:00:00:00:2b-b
2018-11-18 10:09:17,902;TSHARK-odl;10:09:17.552913000;92;0000000000000022-10<-->00:00:00:00:00:2c-b
2018-11-18 10:09:17,903;TSHARK-odl;10:09:17.553410000;93;000000000000000c-10<-->00:00:00:00:00:16-b
2018-11-18 10:09:17,905;TSHARK-odl;10:09:17.554052000;94;0000000000000001-1<-->00:00:00:00:00:02-b
2018-11-18 10:09:17,905;TSHARK-odl;10:09:17.554092000;95;0000000000000001-3<-->00:00:00:00:00:04-b
2018-11-18 10:09:17,905;TSHARK-odl;10:09:17.554124000;96;0000000000000001-5<-->00:00:00:00:00:06-b
2018-11-18 10:09:17,906;TSHARK-odl;10:09:17.554407000;97;0000000000000017-9<-->00:00:00:00:00:20-b
2018-11-18 10:09:17,908;TSHARK-odl;10:09:17.554661000;98;000000000000002d-9<-->00:00:00:00:00:36-b
2018-11-18 10:09:17,909;TSHARK-odl;10:09:17.555947000;99;0000000000000001-10<-->00:00:00:00:00:0b-b
2018-11-18 10:09:17,909;TSHARK-odl;10:09:17.555997000;100;0000000000000001-7<-->00:00:00:00:00:08-b
